,postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded,postcodeDistrict,catsPerHousehold,dogsPerHousehold
13339,S45,437836,371072,Unsurveyed/Urban,90,Chesterfield,1,485200.0,False,S45,0.237780657,0.272691857
13340,S70,436553,404790,Unsurveyed/Urban,100,Barnsley,1,104000.0,False,S70,0.217122065,0.249000149
13341,S45,438974,363617,Unsurveyed/Urban,140,North East Derbyshire,1,108800.0,False,S45,0.237780657,0.272691857
13342,B21,405510,289129,Unsurveyed/Urban,140,Birmingham,1,,False,B21,0.050295624,0.057680079
13343,S18,434301,378244,Unsurveyed/Urban,170,North East Derbyshire,1,,False,S18,0.529705348,0.607477229
13344,YO17,478426,471692,Leptosols,40,Ryedale,1,329200.0,False,YO17,0.52726071,0.604673667
13345,DN3,461700,406600,Unsurveyed/Urban,10,Doncaster,1,156500.0,False,DN3,0.201951472,0.231602193
13346,CW2,371187,354767,Unsurveyed/Urban,50,Cheshire East,1,189100.0,False,CW2,0.290183434,0.332788462
13347,TS6,455737,518459,Unsurveyed/Urban,50,Redcar and Cleveland,1,103100.0,False,TS6,0.028559895,0.032753088
13348,DE4,428097,355416,Cambisols,240,Derbyshire Dales,1,229700.0,False,DE4,0.833920838,0.956357949
13349,DE11,430755,319144,Unsurveyed/Urban,130,South Derbyshire,1,188300.0,False,DE11,0.240474972,0.275781753
13350,BD16,411672,439996,Unsurveyed/Urban,190,Bradford,1,426900.0,False,BD16,0.265972274,0.305022595
13351,B17,403700,284600,Unsurveyed/Urban,160,Birmingham,1,357500.0,False,B17,0.161067351,0.184715424
13352,BD16,412544,440203,Unsurveyed/Urban,180,Bradford,1,274200.0,False,BD16,0.265972274,0.305022595
13353,HD4,412173,415318,Unsurveyed/Urban,180,Kirklees,1,80800.0,False,HD4,0.322779403,0.370170205
13354,YO5,451972,455595,Stagnosols,10,Harrogate,1,,False,,,
13355,YO10,462728,451926,Unsurveyed/Urban,10,York,1,232500.0,False,YO10,0.501940253,0.575635635
13356,SK12,402198,382159,Stagnosols,170,High Peak,1,,False,SK12,0.71712137,0.822409863
13357,NR29,645605,318199,Cambisols,10,Great Yarmouth,1,342700.0,False,NR29,0.300025041,0.344075024
13358,PE2,517176,296803,Unsurveyed/Urban,10,Peterborough,1,489600.0,False,PE2,0.269463336,0.309026219
13359,WF8,445300,421800,Unsurveyed/Urban,70,Wakefield,1,233800.0,False,WF8,0.320656639,0.367735774
13360,LS12,426866,433672,Unsurveyed/Urban,70,Leeds,1,141900.0,False,LS12,0.436137812,0.500172012
13361,HX3,412400,425400,Unsurveyed/Urban,160,Calderdale,1,252800.0,False,HX3,0.389607384,0.446809939
13362,BD10,418920,437905,Cambisols,60,Bradford,1,387100.0,False,BD10,0.385197682,0.4417528
13363,WF1,433206,420821,Unsurveyed/Urban,50,Wakefield,1,874400.0,False,WF1,0.369313102,0.42353603
13364,NE1,424875,564291,Unsurveyed/Urban,40,Newcastle upon Tyne,1,1454700.0,False,NE1,0.381877092,0.437944677
13365,B30,405600,279700,Unsurveyed/Urban,140,Birmingham,1,215000.0,False,B30,0.119464176,0.137004028
13366,NG31,491160,335573,Unsurveyed/Urban,60,South Kesteven,1,162300.0,False,NG31,0.390916418,0.448311166
13367,DE21,439168,338737,Stagnosols,100,Derby,1,218400.0,False,DE21,0.33685154,0.386308428
13368,SK4,388426,390583,Unsurveyed/Urban,60,Stockport,1,351600.0,False,SK4,0.245743904,0.281824275
13369,WF13,422961,422724,Unsurveyed/Urban,130,Kirklees,1,141200.0,False,WF13,0.277772253,0.31855506
13370,S14,436825,382510,Unsurveyed/Urban,210,Sheffield,1,112300.0,False,S14,0.158302558,0.181544702
13371,TS23,446109,525883,Luvisols,20,Stockton-on-Tees,1,159400.0,False,TS23,0.396926626,0.455203799
13372,PE9,502815,306609,Unsurveyed/Urban,30,South Kesteven,1,424600.0,False,PE9,0.339431747,0.389267463
13373,LE67,442306,314418,Unsurveyed/Urban,150,North West Leicestershire,1,1322800.0,False,LE67,0.204597756,0.234637008
13374,CW6,358634,359517,Arenosols,60,Cheshire East,1,513600.0,False,CW6,0.768852785,0.881736537
13375,OL9,389101,403278,Unsurveyed/Urban,100,Oldham,1,171400.0,False,OL9,0.151213211,0.17341449
13376,NG20,456113,368987,Arenosols,80,Mansfield,1,142900.0,False,NG20,0.213796364,0.245186165
13377,NE24,429062,581821,Unsurveyed/Urban,10,Northumberland,1,51200.0,False,NE24,0.643009877,0.737417245
13378,SK12,400855,380708,Stagnosols,180,High Peak,1,,False,SK12,0.71712137,0.822409863
13379,HG4,429718,471495,Unsurveyed/Urban,50,Harrogate,1,249900.0,False,HG4,1.143413633,1.311290793
13380,BD10,418119,438160,Unsurveyed/Urban,110,Bradford,1,145700.0,False,BD10,0.385197682,0.4417528
13381,S10,433601,386770,Unsurveyed/Urban,140,Sheffield,1,346400.0,False,S10,0.254573915,0.291950717
13382,NG7,455865,339917,Unsurveyed/Urban,60,Nottingham,1,310400.0,False,NG7,0.340459308,0.390445892
13383,HU17,503036,439423,Unsurveyed/Urban,20,East Riding of Yorkshire,1,161500.0,False,HU17,0.39812983,0.456583659
13384,OL9,390230,404042,Unsurveyed/Urban,120,Oldham,1,89500.0,False,OL9,0.151213211,0.17341449
13385,NR30,651339,312578,Cambisols,10,Great Yarmouth,1,177000.0,False,NR30,0.273098639,0.313195261
13386,SR5,435118,559282,Unsurveyed/Urban,40,Sunderland,1,260300.0,False,SR5,0.269284701,0.308821357
13387,LS16,426011,439533,Unsurveyed/Urban,170,Leeds,1,301400.0,False,LS16,0.623681096,0.715250593
13388,HD7,408537,414379,Unsurveyed/Urban,140,Kirklees,1,234400.0,False,HD7,0.183854379,0.210848067
13389,B79,420700,304400,Unsurveyed/Urban,70,Tamworth,1,221500.0,False,B79,0.411624875,0.47206006
13390,LE10,442990,292457,Luvisols,120,Hinckley and Bosworth,1,191500.0,False,LE10,0.266865126,0.306046536
13391,NG3,458917,341478,Unsurveyed/Urban,80,Nottingham,1,120500.0,False,NG3,0.284549813,0.326327708
13392,S20,444418,382312,Planosols,60,Sheffield,1,167400.0,False,S20,0.261306023,0.299671241
13393,NR33,651408,290329,Arenosols,10,East Suffolk,1,231200.0,False,NR33,0.708901205,0.812982806
13394,S98,437938,389864,Unsurveyed/Urban,40,Sheffield,1,,True,S98,0.0,0.0
13395,B11,408951,284536,Unsurveyed/Urban,120,Birmingham,1,,False,B11,0.107417123,0.123188215
13396,DE5,430876,347632,Stagnosols,120,Amber Valley,1,,False,DE5,0.627400263,0.719515811
13397,LS13,423088,435187,Unsurveyed/Urban,110,Leeds,1,180000.0,False,LS13,0.26404411,0.302811337
13398,NE29,433770,567925,Unsurveyed/Urban,40,North Tyneside,1,103400.0,False,NE29,0.347595785,0.398630154
13399,LS28,422222,434610,Unsurveyed/Urban,120,Leeds,1,165900.0,False,LS28,0.430782246,0.494030137
13400,WF2,430626,420483,Unsurveyed/Urban,70,Wakefield,1,167000.0,False,WF2,0.534750582,0.61326321
13401,NG2,458183,338985,Unsurveyed/Urban,30,Nottingham,1,,False,NG2,0.223160615,0.255925285
13402,LN10,519290,362989,Stagnosols,10,East Lindsey,1,314000.0,False,LN10,0.494376717,0.566961612
13403,B30,403927,281623,Unsurveyed/Urban,150,Birmingham,1,300300.0,False,B30,0.119464176,0.137004028
13404,LS8,432921,435836,Unsurveyed/Urban,70,Leeds,1,128200.0,False,LS8,0.152429179,0.174808987
13405,NE61,420238,584334,Cambisols,60,Northumberland,1,,False,NE61,0.373461252,0.428293215
13406,DL5,428200,526500,Stagnosols,90,County Durham,1,141600.0,False,DL5,0.269849329,0.309468884
13407,WS6,398895,306407,Unsurveyed/Urban,140,South Staffordshire,1,125400.0,False,WS6,0.168127209,0.192811818
13408,S63,443555,400852,Unsurveyed/Urban,30,Rotherham,1,153800.0,False,S63,0.334108712,0.383162895
13409,SK12,397783,384353,Cambisols,220,Cheshire East,1,336100.0,False,SK12,0.71712137,0.822409863
13410,TS5,448222,517671,Unsurveyed/Urban,10,Middlesbrough,1,115900.0,False,TS5,0.197776384,0.226814115
13411,PE25,557050,366022,Arenosols,10,East Lindsey,8,174400.0,True,PE25,0.056942828,0.065303233
13412,S45,439100,363300,Unsurveyed/Urban,140,North East Derbyshire,1,153300.0,False,S45,0.237780657,0.272691857
13413,LS1,429572,433410,Unsurveyed/Urban,30,Leeds,1,,True,LS1,0.128552753,0.147427
13414,LN4,522317,357533,Gleysols,10,East Lindsey,1,337800.0,False,LN4,0.566154892,0.649278332
13415,DL3,428886,514744,Unsurveyed/Urban,50,Darlington,1,122600.0,False,DL3,0.159081461,0.182437964
13416,DE23,432289,334477,Unsurveyed/Urban,100,Derby,1,,False,DE23,0.2967441,0.340312372
13417,ST14,409292,333360,Unsurveyed/Urban,80,East Staffordshire,1,300100.0,False,ST14,0.894330535,1.025637059
13418,B18,406010,288305,Unsurveyed/Urban,130,Birmingham,1,,False,B18,0.094166413,0.107992023
13419,DE3,430687,335033,Unsurveyed/Urban,100,Derby,1,,False,DE3,0.6198295,0.710833501
13420,NN16,486878,279780,Unsurveyed/Urban,100,North Northamptonshire,1,289600.0,False,NN16,0.432972025,0.496541421
13421,WA16,372003,374886,Stagnosols,30,Cheshire East,6,606400.0,False,WA16,0.479104001,0.54944654
13422,NG7,455952,342322,Unsurveyed/Urban,60,Nottingham,1,153400.0,False,NG7,0.340459308,0.390445892
13423,B73,411619,296818,Unsurveyed/Urban,130,Birmingham,1,,False,B73,0.173327367,0.198775469
13424,B31,401737,277530,Unsurveyed/Urban,170,Birmingham,1,156100.0,False,B31,0.160655572,0.184243188
13425,NN8,487227,268494,Cambisols,100,North Northamptonshire,1,178900.0,False,NN8,0.303836288,0.348445843
13426,TS16,441413,514970,Stagnosols,30,Stockton-on-Tees,1,211700.0,False,TS16,0.444636653,0.509918661
13427,WS3,400492,301612,Unsurveyed/Urban,160,Walsall,1,186500.0,False,WS3,0.342337003,0.392599272
13428,ST9,392888,353462,Stagnosols,150,Staffordshire Moorlands,1,371200.0,False,ST9,0.364208798,0.417682306
13429,S41,437837,372103,Unsurveyed/Urban,100,Chesterfield,1,167100.0,False,S41,0.404332342,0.46369683
13430,HU15,493902,426892,Cambisols,10,East Riding of Yorkshire,1,259900.0,False,HU15,0.592162917,0.679104882
13431,DE13,421340,329015,Unsurveyed/Urban,60,East Staffordshire,1,343100.0,False,DE13,0.910271101,1.043918035
13432,S11,432117,385119,Unsurveyed/Urban,200,Sheffield,1,356200.0,False,S11,0.298105657,0.341873835
13433,M34,392879,394744,Unsurveyed/Urban,100,Tameside,1,100800.0,False,M34,0.206154432,0.236422237
13434,DN41,521909,410330,Stagnosols,10,North East Lincolnshire,1,239800.0,False,DN41,0.398195304,0.456658746
13435,LS27,426528,427543,Unsurveyed/Urban,140,Leeds,1,,False,LS27,0.788486378,0.904252755
13436,NG15,453430,348868,Unsurveyed/Urban,80,Ashfield,8,179600.0,False,NG15,0.503032141,0.576887834
13437,TS6,455345,518756,Unsurveyed/Urban,30,Redcar and Cleveland,1,109400.0,False,TS6,0.028559895,0.032753088
13438,NN17,490198,290207,Unsurveyed/Urban,110,North Northamptonshire,1,289800.0,False,NN17,0.174436174,0.200047071
13439,DE2,439627,332236,Cambisols,40,Derby,1,,False,,,
13440,NG5,455416,346116,Unsurveyed/Urban,80,Nottingham,1,171900.0,False,NG5,0.140993947,0.161694822
13441,BD21,405473,440637,Unsurveyed/Urban,130,Bradford,1,94200.0,False,BD21,0.458775162,0.526133
13442,LS18,425065,437696,Unsurveyed/Urban,90,Leeds,1,291000.0,False,LS18,0.59260842,0.679615795
13443,BD5,416261,431795,Unsurveyed/Urban,130,Bradford,1,88100.0,False,BD5,0.107724429,0.12354064
13444,S4,436300,389000,Unsurveyed/Urban,80,Sheffield,1,141400.0,False,S4,0.200741291,0.230214332
13445,S31,446248,384818,Unsurveyed/Urban,90,Rotherham,1,,False,,,
13446,NR32,652470,292996,Unsurveyed/Urban,10,East Suffolk,6,238000.0,False,NR32,0.23785292,0.272774729
13447,CA8,363459,566307,Arenosols,130,Northumberland,8,217600.0,False,CA8,1.395701557,1.600619888
13448,WS11,400800,309100,Arenosols,170,Cannock Chase,1,205500.0,False,WS11,0.28143265,0.32275288
13449,NG10,448018,332631,Unsurveyed/Urban,30,Erewash,1,223300.0,False,NG10,0.142777732,0.163740505
13450,IP12,627231,248930,Arenosols,10,East Suffolk,1,,False,IP12,0.525566514,0.602730728
13451,M34,392614,395430,Unsurveyed/Urban,100,Tameside,1,174600.0,False,M34,0.206154432,0.236422237
13452,PE12,535421,320255,Gleysols,0,South Holland,1,255300.0,False,PE12,0.218685971,0.250793669
13453,TS3,453066,518443,Unsurveyed/Urban,20,Middlesbrough,1,70900.0,False,TS3,0.027494663,0.031531457
13454,BD1,415737,433473,Unsurveyed/Urban,120,Bradford,1,252400.0,False,BD1,0.110608772,0.126848465
13455,TS13,472129,518121,Cambisols,90,Redcar and Cleveland,1,144700.0,False,TS13,0.197629359,0.226645503
13456,YO4,481418,450492,Stagnosols,80,East Riding of Yorkshire,1,,False,,,
13457,YO8,463348,433981,Unsurveyed/Urban,10,Selby,1,233100.0,False,YO8,0.261033543,0.299358755
13458,HU5,504717,430477,Unsurveyed/Urban,10,"Kingston upon Hull, City of",7,84000.0,False,HU5,0.330367628,0.378872541
13459,B16,404836,286159,Unsurveyed/Urban,160,Birmingham,1,,False,B16,0.100592352,0.115361424
13460,HX3,412383,426844,Cambisols,200,Calderdale,1,196300.0,False,HX3,0.389607384,0.446809939
13461,NG12,467135,339144,Luvisols,70,Rushcliffe,1,327900.0,False,NG12,0.8470616,0.971428051
13462,NN15,489264,276188,Cambisols,90,North Northamptonshire,1,127000.0,False,NN15,0.270027817,0.309673577
13463,TS2,451400,524000,Gleysols,10,Stockton-on-Tees,1,19000.0,True,TS2,1.229484076,1.409998187
13464,WV8,387107,303615,Unsurveyed/Urban,120,South Staffordshire,1,232500.0,False,WV8,0.394739919,0.452696038
13465,HD1,414400,416400,Unsurveyed/Urban,90,Kirklees,1,297700.0,False,HD1,0.291888215,0.334743542
13466,NE23,425702,577207,Unsurveyed/Urban,70,Northumberland,1,216300.0,False,NE23,0.668956996,0.767173947
13467,LE8,456390,298105,Unsurveyed/Urban,70,Blaby,1,318600.0,False,LE8,0.348469912,0.399632621
13468,LE11,451183,319871,Unsurveyed/Urban,50,Charnwood,1,197000.0,False,LE11,0.118148023,0.135494637
13469,S5,435000,389900,Unsurveyed/Urban,160,Sheffield,1,115000.0,False,S5,0.108836939,0.12481649
13470,WF17,423890,424946,Unsurveyed/Urban,80,Kirklees,1,194200.0,False,WF17,0.183290678,0.210201603
13471,B5,407363,286659,Unsurveyed/Urban,120,Birmingham,1,433000.0,False,B5,0.077484299,0.088860623
13472,S35,433693,397452,Unsurveyed/Urban,140,Sheffield,1,158800.0,False,S35,0.205899767,0.236130182
13473,NE99,424722,563716,Unsurveyed/Urban,30,Newcastle upon Tyne,1,,False,NE99,0.0,0.0
13474,M43,389017,398250,Unsurveyed/Urban,90,Tameside,1,148700.0,False,M43,0.109030905,0.125038934
13475,SK14,395836,395255,Unsurveyed/Urban,120,Tameside,1,152600.0,False,SK14,0.118349421,0.135725604
13476,B31,401683,278738,Unsurveyed/Urban,160,Birmingham,1,253400.0,False,B31,0.160655572,0.184243188
13477,NE20,415786,572411,Unsurveyed/Urban,60,Northumberland,7,483500.0,False,NE20,0.401628942,0.460596514
13478,NR15,628187,300548,Luvisols,30,South Norfolk,1,415800.0,False,NR15,1.781093796,2.04259581
13479,B34,414896,288464,Unsurveyed/Urban,90,Birmingham,1,190600.0,False,B34,0.117742386,0.135029444
13480,NG34,513825,344012,Stagnosols,10,North Kesteven,1,249800.0,False,NG34,0.851781077,0.976840447
13481,DE5,439489,346242,Arenosols,90,Amber Valley,5,224200.0,False,DE5,0.627400263,0.719515811
13482,WF6,437571,423289,Stagnosols,40,Wakefield,1,174800.0,False,WF6,0.139876748,0.160413596
13483,LN4,502288,370489,Cambisols,10,North Kesteven,1,328900.0,False,LN4,0.566154892,0.649278332
13484,NG7,456673,339654,Unsurveyed/Urban,40,Nottingham,1,298300.0,False,NG7,0.340459308,0.390445892
13485,YO42,479509,449158,Cambisols,30,East Riding of Yorkshire,1,249500.0,False,YO42,0.845967082,0.970172834
13486,LE2,460429,301039,Unsurveyed/Urban,70,Leicester,1,384200.0,False,LE2,0.226157115,0.259361735
13487,S25,450964,385670,Stagnosols,100,Rotherham,1,223700.0,False,S25,0.334130347,0.383187706
13488,NE38,431864,556557,Unsurveyed/Urban,40,Sunderland,1,182600.0,False,NE38,0.202842061,0.232623539
13489,B29,403818,282063,Unsurveyed/Urban,160,Birmingham,1,80200.0,False,B29,0.112884754,0.129458609
13490,NE42,410195,563884,Unsurveyed/Urban,20,Northumberland,1,202300.0,True,NE42,0.251373633,0.288280568
13491,NR24,604224,332986,Cambisols,80,North Norfolk,1,356700.0,False,NR24,0.377407006,0.432818288
13492,LN8,514177,386806,Planosols,40,West Lindsey,1,295200.0,False,LN8,0.755096217,0.865960216
13493,DE7,446161,343203,Unsurveyed/Urban,90,Erewash,1,157900.0,False,DE7,0.304139997,0.348794143
13494,IP5,623397,246017,Unsurveyed/Urban,30,East Suffolk,1,,False,IP5,0.513107518,0.588442489
13495,YO15,523004,471053,Stagnosols,40,East Riding of Yorkshire,1,147400.0,False,YO15,0.519642594,0.595937052
13496,WF1,434499,419249,Unsurveyed/Urban,30,Wakefield,1,268700.0,False,WF1,0.369313102,0.42353603
13497,LS6,427530,436073,Unsurveyed/Urban,90,Leeds,1,209700.0,False,LS6,0.323135118,0.370578147
13498,S35,433810,393184,Unsurveyed/Urban,160,Sheffield,1,258000.0,False,S35,0.205899767,0.236130182
13499,CW12,384826,361417,Stagnosols,100,Cheshire East,1,269700.0,False,CW12,1.036191564,1.188326269
13500,WF11,450367,423588,Unsurveyed/Urban,10,Wakefield,1,182000.0,False,WF11,0.186757691,0.214177646
13501,LE8,456679,297605,Unsurveyed/Urban,70,Blaby,1,262900.0,False,LE8,0.348469912,0.399632621
13502,S60,442326,387964,Unsurveyed/Urban,30,Rotherham,1,252100.0,False,S60,0.080994751,0.092886483
13503,HU7,510657,434036,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,122100.0,False,HU7,0.148483246,0.170283709
13504,SR1,440100,557300,Unsurveyed/Urban,10,Sunderland,1,110900.0,False,SR1,0.094420752,0.108283703
13505,SR6,439214,560466,Unsurveyed/Urban,20,Sunderland,1,184200.0,False,SR6,0.237598112,0.27248251
13506,NE28,429832,567344,Unsurveyed/Urban,30,North Tyneside,1,110700.0,False,NE28,0.12595173,0.144444092
13507,TS24,451923,533418,Unsurveyed/Urban,0,Hartlepool,1,143900.0,False,TS24,0.152773087,0.175203388
13508,B24,411025,290448,Unsurveyed/Urban,100,Birmingham,1,191600.0,False,B24,0.149743808,0.171729347
13509,BD10,418449,437339,Unsurveyed/Urban,90,Bradford,1,160100.0,False,BD10,0.385197682,0.4417528
13510,CW2,371187,354767,Unsurveyed/Urban,50,Cheshire East,1,101200.0,False,CW2,0.290183434,0.332788462
13511,WS13,411470,310034,Unsurveyed/Urban,100,Lichfield,1,278200.0,False,WS13,0.721150644,0.827030719
13512,OL2,393580,409028,Unsurveyed/Urban,190,Oldham,1,148600.0,False,OL2,0.259071515,0.29710866
13513,B77,423067,303998,Arenosols,80,Tamworth,1,204600.0,False,B77,0.16855405,0.193301328
13514,PE1,521294,301345,Unsurveyed/Urban,10,Peterborough,1,210000.0,False,PE1,0.523103533,0.599906129
13515,SR6,440133,559882,Unsurveyed/Urban,20,Sunderland,1,208200.0,False,SR6,0.237598112,0.27248251
13516,NE6,429424,566148,Unsurveyed/Urban,30,Newcastle upon Tyne,1,141200.0,False,NE6,0.283011595,0.324563647
13517,YO17,475029,473426,Leptosols,30,Ryedale,1,1179500.0,False,YO17,0.52726071,0.604673667
13518,DE13,417866,323461,Stagnosols,130,East Staffordshire,1,319500.0,False,DE13,0.910271101,1.043918035
13519,NG34,506975,345149,Cambisols,20,North Kesteven,1,124700.0,False,NG34,0.851781077,0.976840447
13520,SK6,394913,389248,Unsurveyed/Urban,110,Stockport,1,310800.0,False,SK6,0.19714901,0.226094629
13521,BD23,397110,449595,Stagnosols,110,Craven,1,373100.0,False,BD23,0.772493362,0.885911628
13522,DE73,438592,330640,Stagnosols,60,Derby,1,236700.0,False,DE73,0.162918251,0.186838076
13523,LS13,422133,436881,Unsurveyed/Urban,50,Leeds,1,180400.0,False,LS13,0.26404411,0.302811337
13524,YO32,460852,456884,Gleysols,20,York,1,331400.0,False,YO32,0.444911281,0.510233611
13525,LS12,426690,433015,Unsurveyed/Urban,100,Leeds,1,164900.0,False,LS12,0.436137812,0.500172012
13526,ST7,377429,355305,Gleysols,80,Cheshire East,1,230800.0,False,ST7,0.444706367,0.509998611
13527,ST13,396910,356510,Unsurveyed/Urban,190,Staffordshire Moorlands,1,188100.0,False,ST13,0.619455667,0.710404782
13528,YO2,459555,447009,Leptosols,10,York,1,,False,,,
13529,DE55,444299,355704,Unsurveyed/Urban,130,Bolsover,1,192200.0,False,DE55,0.280238816,0.321383766
13530,NG16,446308,346040,Unsurveyed/Urban,70,Broxtowe,1,147300.0,False,NG16,0.314389388,0.360548359
13531,LE55,436927,316828,Planosols,130,North West Leicestershire,1,,False,,,
13532,DN20,500269,407211,Unsurveyed/Urban,10,North Lincolnshire,1,173700.0,False,DN20,0.389996069,0.447255691
13533,DE55,439699,358973,Stagnosols,140,North East Derbyshire,1,334700.0,False,DE55,0.280238816,0.321383766
13534,DH7,424415,547265,Stagnosols,130,County Durham,1,129400.0,False,DH7,0.27554215,0.315997531
13535,DN14,479158,433880,Stagnosols,0,East Riding of Yorkshire,5,296800.0,False,DN14,0.412275423,0.472806123
13536,YO31,460813,452557,Unsurveyed/Urban,10,York,1,299000.0,False,YO31,0.331332809,0.379979431
13537,DN5,454693,404480,Unsurveyed/Urban,30,Doncaster,1,123200.0,False,DN5,0.220407404,0.252767844
13538,B13,409852,282214,Unsurveyed/Urban,120,Birmingham,1,280800.0,False,B13,0.104947225,0.120355684
13539,SK3,389130,389579,Unsurveyed/Urban,70,Stockport,1,169100.0,False,SK3,0.401990502,0.461011159
13540,LE7,462622,310932,Unsurveyed/Urban,60,Charnwood,1,,False,LE7,0.114443616,0.131246345
13541,YO2,458558,449086,Unsurveyed/Urban,10,York,1,,False,,,
13542,DL16,424654,533245,Stagnosols,130,County Durham,1,172200.0,False,DL16,0.19406078,0.222552983
13543,TS18,443485,517742,Unsurveyed/Urban,20,Stockton-on-Tees,1,183600.0,False,TS18,0.226858988,0.260166656
13544,NE33,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,126800.0,False,NE33,0.206671643,0.237015385
13545,NN9,491462,271577,Cambisols,80,North Northamptonshire,1,232500.0,False,NN9,0.212089579,0.243228788
13546,DE56,434099,346848,Cambisols,80,Amber Valley,2,277900.0,False,DE56,0.647855319,0.7429741
13547,SK17,405754,373477,Unsurveyed/Urban,290,High Peak,8,280400.0,False,SK17,0.518071565,0.594135362
13548,LN12,551803,382523,Gleysols,0,East Lindsey,8,186800.0,True,LN12,0.337053114,0.386539597
13549,PE12,533522,326030,Gleysols,0,South Holland,5,227100.0,False,PE12,0.218685971,0.250793669
13550,TS5,448689,518036,Unsurveyed/Urban,10,Middlesbrough,1,143700.0,False,TS5,0.197776384,0.226814115
13551,DN32,528452,408176,Unsurveyed/Urban,10,North East Lincolnshire,4,133900.0,False,DN32,0.304108417,0.348757926
13552,OL6,393841,398908,Unsurveyed/Urban,100,Tameside,1,304500.0,False,OL6,0.26607474,0.305140106
13553,NN14,482300,281600,Cambisols,120,North Northamptonshire,1,689900.0,False,NN14,0.70198905,0.8050558
13554,TS18,442687,517956,Unsurveyed/Urban,20,Stockton-on-Tees,1,182300.0,False,TS18,0.226858988,0.260166656
13555,SK8,386839,385945,Unsurveyed/Urban,70,Stockport,1,423600.0,False,SK8,0.572567206,0.656632109
13556,IP13,623618,254354,Cambisols,50,East Suffolk,1,538900.0,False,IP13,0.773848089,0.887465258
13557,YO4,460606,438322,Stagnosols,0,Selby,1,,False,,,
13558,DE7,446274,337919,Luvisols,100,Erewash,1,193000.0,False,DE7,0.304139997,0.348794143
13559,LS10,430668,430724,Unsurveyed/Urban,40,Leeds,1,229200.0,False,LS10,0.114841654,0.131702823
13560,HX7,401873,424863,Stagnosols,280,Calderdale,1,238100.0,False,HX7,0.292291262,0.335205765
13561,B79,419106,310523,Cambisols,60,Lichfield,6,589900.0,False,B79,0.411624875,0.47206006
13562,BD2,418050,435091,Unsurveyed/Urban,200,Bradford,1,134200.0,False,BD2,0.342537153,0.392828809
13563,LE8,461587,299548,Unsurveyed/Urban,100,Oadby and Wigston,1,,False,LE8,0.348469912,0.399632621
13564,B46,420070,288956,Cambisols,100,North Warwickshire,1,427900.0,False,B46,0.664613501,0.762192735
13565,YO15,518328,466737,Unsurveyed/Urban,10,East Riding of Yorkshire,1,160400.0,False,YO15,0.519642594,0.595937052
13566,BD5,415548,431002,Unsurveyed/Urban,180,Bradford,1,68100.0,False,BD5,0.107724429,0.12354064
13567,DN11,459505,393115,Unsurveyed/Urban,20,Doncaster,1,274000.0,False,DN11,0.121421831,0.139249108
13568,DL13,412728,529303,Stagnosols,190,County Durham,1,233500.0,False,DL13,0.204425137,0.234439044
13569,LE16,472922,287916,Planosols,100,Harborough,1,485100.0,False,LE16,0.76264302,0.874615049
13570,WF8,446877,420060,Unsurveyed/Urban,40,Wakefield,1,285000.0,False,WF8,0.320656639,0.367735774
13571,LS28,422159,433314,Unsurveyed/Urban,170,Leeds,1,275200.0,False,LS28,0.430782246,0.494030137
13572,BD24,382276,463309,Stagnosols,170,Craven,1,261300.0,False,BD24,1.738749423,1.994034393
13573,PE1,516135,303110,Stagnosols,10,Peterborough,1,,False,PE1,0.523103533,0.599906129
13574,LE16,474422,287870,Gleysols,80,Harborough,1,,False,LE16,0.76264302,0.874615049
13575,NE27,431709,571274,Stagnosols,60,North Tyneside,1,76000.0,False,NE27,0.215443391,0.24707501
13576,OL8,392914,402378,Unsurveyed/Urban,140,Oldham,1,82400.0,False,OL8,0.108764732,0.124733682
13577,WF7,442829,419878,Unsurveyed/Urban,50,Wakefield,1,147400.0,False,WF7,0.306603429,0.351619258
13578,CW2,370020,351699,Gleysols,60,Cheshire East,1,179200.0,False,CW2,0.290183434,0.332788462
13579,TS1,449317,520290,Unsurveyed/Urban,10,Middlesbrough,1,8436800.0,False,TS1,0.429153756,0.49216255
13580,B32,400345,282391,Leptosols,170,Birmingham,1,153400.0,False,B32,0.135815188,0.155755713
13581,PE24,550349,364609,Gleysols,10,East Lindsey,6,176200.0,False,PE24,0.20488718,0.234968926
13582,PE1,518992,298686,Unsurveyed/Urban,10,Peterborough,1,2801000.0,False,PE1,0.523103533,0.599906129
13583,NE11,423596,560450,Unsurveyed/Urban,40,Gateshead,1,153200.0,False,NE11,0.236433931,0.271147402
13584,BD18,412774,437306,Unsurveyed/Urban,110,Bradford,1,164800.0,False,BD18,0.573481318,0.657680432
13585,SK8,385616,388498,Unsurveyed/Urban,40,Stockport,1,325500.0,False,SK8,0.572567206,0.656632109
13586,NR15,625400,310800,Unsurveyed/Urban,40,Broadland,1,280900.0,False,NR15,1.781093796,2.04259581
13587,NE10,430074,561092,Stagnosols,60,Gateshead,1,252900.0,False,NE10,0.402102488,0.461139586
13588,SK1,389519,390260,Unsurveyed/Urban,60,Stockport,1,7417400.0,False,SK1,0.206443631,0.236753897
13589,BD21,405986,441230,Unsurveyed/Urban,110,Bradford,1,96000.0,False,BD21,0.458775162,0.526133
